,img_name,number
2234,1658226636498523000_1733,1
2235,1657880757059514000_28459,1
2236,1658120813149201000_29379,1
2237,1658140888748978000_90540,1
2238,1658227898428157000_56789,1
2239,1658228196260911000_81189,2
2240,1657880368429650000_65235,2
2241,1658123945890133000_14715,3
2242,1658194243511281000_77337,1
2243,1658211181722765000_37725,1
2244,1658215687187834000_76724,1
2245,1658143719239940000_62445,2
2246,1657885563278775000_25951,1
2247,1658112990052704000_94063,1
2248,1658140766739742000_61898,2
2249,1658142893263628000_8666,2
2250,1658113615913070000_72182,1
2251,1658140836814102000_66250,2
2252,1657878888625913000_40852,1
2253,1658192178741336000_52852,1
2254,1658209940497227000_24572,1
2255,1658212939078590000_60707,1
2256,1658204277695227000_7699,1
2257,1658124258549112000_97948,1
2258,1657878960597303000_6113,1
2259,1658191591738223000_26838,1
2260,1658114136944256000_47280,20
2261,1658232506985104000_56156,1
2262,1658192370403607000_68535,1
2263,1658290034217893000_97805,1
2264,1658228058356492000_83371,1
2265,1658115333628072000_17627,1
2266,1658185414309744000_79976,1
2267,1658228061032134000_44517,23
2268,1658287841758294000_87334,1
2269,1658113002670761000_6543,1
2270,1658123887708640000_2943,1
2271,1658203932029565000_48130,1
2272,1658204280537017000_45695,1
2273,1658230527753337000_38759,1
2274,1658211211743722000_28815,2
2275,1658193093903750000_96422,1
2276,1658222160557848000_62160,1
2277,1658193136070439000_16468,1
2278,1658291718455761000_40887,1
2279,1658283759998087000_24146,1
2280,1658122119470100000_9680,1
2281,1658143721126651000_29469,28
2282,1658123471692567000_27296,1
2283,1658206354270184000_4835,1
2284,1658193603840462000_95749,1
2285,1658191229071224000_64369,1
2286,1658198167768744000_5771,24
2287,1658120659020014000_61281,3
2288,1658135987841006000_35154,1
2289,1658227098031178000_54924,3
2290,1658142471781468000_42429,2
2291,1658194712114922000_54869,3
2292,1658145568080878000_25889,3
2293,1658140393579998000_13383,1
2294,1658192103365731000_19281,1
2295,1658202694078793000_80908,1
2296,1658217621289747000_66150,1
2297,1657880331354452000_81408,2
2298,1658208460790827000_69926,1
2299,1658280880974070000_73209,1
2300,1657880425644639000_7240,19
2301,1658143372948598000_20768,1
2302,1657881631242825000_64661,6
2303,1658142496129181000_78364,1
2304,1658185236415544000_71089,1
2305,1658280285030573000_82671,2
2306,1658142050928362000_73484,1
2307,1658219098413558000_34325,1
2308,1657881687826769000_87729,16
2309,1658191037576639000_72058,1
2310,1658118724498072000_87926,1
2311,1658212135578317000_68199,5
2312,1658140673988953000_11401,1
2313,1658198793168327000_82904,2
2314,1658203937745895000_38398,1
2315,1658219098600912000_82788,1
2316,1658194038434926000_19166,1
2317,1658140934819230000_906,1
2318,1658288877566183000_40158,1
2319,1658206198128368000_67912,1
2320,1657882611783326000_46812,1
2321,1658146079308223000_72509,1
2322,1658127750689487000_51249,3
2323,1658113762270036000_55228,1
2324,1658204363841809000_87536,1
2325,1658224560556626000_28720,1
2326,1658129811155712000_17316,1
2327,1658197811411077000_25442,1
2328,1658129940050486000_54575,1
2329,1658141656436284000_4482,1
2330,1658122632716968000_49198,1
2331,1657882634049666000_94673,1
2332,1658139887098737000_28435,1
2333,1658191280954543000_28632,1
2334,1658214611558007000_57849,1
2335,1658207012810614000_32792,1
2336,1658124219877007000_27265,6
2337,1658188097902853000_94171,1
2338,1658185337581268000_30093,1
2339,1657882450555636000_30304,1
2340,1658127490736965000_83669,15
2341,1658140642240065000_81227,59
2342,1658202688869821000_58900,2
2343,1658224164472544000_9067,1
2344,1658142529967563000_72684,2
2345,1658191133701640000_94600,1
2346,1658192176905707000_6354,1
2347,1658193958754715000_93720,1
2348,1658217634781373000_32059,1
2349,1658114661054739000_15930,2
2350,1658133399254518000_8467,2
2351,1658210016728636000_78318,1
2352,1658141513779624000_62931,1
2353,1658124221081026000_49357,1
2354,1658140867394465000_33356,1
2355,1658117297361349000_45103,4
2356,1658120949751474000_38913,1
2357,1658208766164774000_18056,1
2358,1658212995348793000_66581,4
2359,1658139626849332000_99737,2
2360,1658193757269804000_31200,1
2361,1657882634721172000_18776,1
2362,1658193063625132000_71558,1
2363,1658202694735993000_71622,1
2364,1658202692340496000_64363,2
2365,1658141375174444000_62376,10
2366,1658193958935327000_68758,1
2367,1658113747044386000_60705,25
2368,1658123543680004000_92167,1
2369,1658142118347646000_2986,1
2370,1658188574308426000_74079,1
2371,1658141654247814000_93868,1
2372,1658109423791107000_6439,42
2373,1658191026412785000_73288,1
2374,1658207031237857000_97818,1
2375,1658217322303307000_75718,2
2376,1658189712883757000_18094,1
2377,1658224643688864000_56172,4
2378,1658208809788889000_5723,1
2379,1658214905295021000_89239,1
2380,1658228881780618000_11062,1
2381,1658114160397955000_76136,1
2382,1658192055712581000_350,2
2383,1657878874853860000_62209,1
2384,1658126421606783000_99954,1
2385,1658232475974534000_90862,1
2386,1658217144140507000_58032,1
2387,1658140644477856000_73379,1
2388,1658186351410472000_84020,1
2389,1658194944438362000_62648,1
2390,1658123474096551000_17409,1
2391,1658280863028985000_98566,1
2392,1658186298168948000_31661,1
2393,1658188748220952000_28901,1
2394,1658133128978337000_18030,1
2395,1658289016405981000_91269,1
2396,1658122116992272000_90086,1
2397,1658144344857422000_16392,1
2398,1658187321617609000_65882,1
2399,1658205363703964000_97068,1
2400,1658122628220338000_49197,1
2401,1658143461283220000_76072,1
2402,1658280162282610000_59353,1
2403,1658194711464377000_34109,2
2404,1658133771376446000_94834,1
2405,1657880400495230000_6949,1
2406,1658191559311449000_64492,1
2407,1658208691622683000_80012,1
2408,1658143459688367000_83294,1
2409,1658185451145529000_82145,1
2410,1658227273114351000_44124,1
2411,1658289612006578000_44246,1
2412,1658141290091449000_9064,2
2413,1658141121366707000_95651,10
2414,1658115210607106000_37811,1
2415,1658202811934609000_81292,1
2416,1658124261325610000_11482,1
2417,1658142657306362000_60139,1
2418,1658281279641594000_26795,1
2419,1658198398470609000_22541,5
2420,1658219481829838000_1880,3
2421,1658134723125206000_25851,1
2422,1658139813529624000_81878,1
2423,1658223187025224000_92700,1
2424,1658186396168415000_17078,1
2425,1658280280777023000_94651,1
2426,1658141547680324000_11229,1
2427,1658141547065761000_76610,1
2428,1658207012590559000_288,1
2429,1658215932265422000_30958,1
2430,1658113711850144000_7301,17
2431,1658219053374789000_7250,1
2432,1658212126800157000_5272,1
2433,1658193778080119000_90733,1
2434,1658112991340996000_62009,1
2435,1658185459744839000_666,1
2436,1658208803392163000_26655,1
2437,1658194040627088000_7517,1
2438,1658279317427425000_49691,1
2439,1658116452658941000_79305,1
2440,1658280280585789000_10444,1
2441,1658122578350279000_60535,1
2442,1658193851635657000_90076,1
2443,1657881656801736000_22216,1
2444,1658210447802813000_26298,1
2445,1658118224927452000_35106,2
2446,1658224558953213000_90517,5
2447,1658217796767376000_53151,4
2448,1658113608467007000_27276,7
2449,1658199461861745000_67343,3
2450,1658210810411330000_13498,1
2451,1658280227243992000_85454,2
2452,1658138868107900000_5866,1
2453,1658194828209820000_1714,1
2454,1657878374600025000_11572,1
2455,1658123887490748000_97899,1
2456,1658212375411610000_53845,1
2457,1658281279870415000_12184,1
2458,1658291763213555000_58572,1
2459,1657881218681639000_27912,1
2460,1658227236543935000_71360,1
2461,1658291854898673000_41389,1
2462,1658286215438561000_81630,1
2463,1658185702717944000_79908,1
2464,1658122577651034000_2633,1
2465,1658282225539587000_61173,1
2466,1658185822603853000_4379,1
2467,1658185167652386000_4400,1
2468,1658141303636328000_32102,1
2469,1658191031873123000_8284,1
2470,1658286989643773000_73458,1
2471,1658125877752779000_18731,1
2472,1658186029593930000_36197,2
2473,1658280017259011000_7985,1
2474,1658204292000559000_79859,1
2475,1658197815922370000_64773,1
2476,1658227261568606000_7927,9
2477,1658215268778949000_41062,2
2478,1658289457824935000_1416,1
2479,1658140932502599000_29713,11
2480,1658120820880765000_98253,1
2481,1658193748041111000_64738,1
2482,1658224168418189000_90642,1
2483,1658192982143658000_29566,1
2484,1658187210368107000_41712,1
2485,1658205683526609000_46257,1
2486,1658116038231436000_84486,1
2487,1658194765712493000_55493,3
2488,1658140767240202000_49365,2
2489,1657878834645047000_91072,2
2490,1658224395598398000_31571,1
2491,1658228841326039000_49698,1
2492,1658197246772086000_1143,1
2493,1658112447049275000_7897,1
2494,1658122625739413000_43091,1
2495,1658281246276643000_69465,1
2496,1658281394241577000_4474,1
2497,1658193530449278000_64794,1
2498,1658291854998723000_3428,7
2499,1658188830444481000_58743,1
2500,1658186357092601000_33944,1
2501,1658113634639902000_32375,1
2502,1658212350030319000_3393,1
2503,1658123541528136000_56408,2
2504,1658214017762986000_6420,1
2505,1658215267934870000_18251,1
2506,1658219215008094000_21480,2
2507,1657884276858975000_73147,3
2508,1658141727882158000_62136,3
2509,1658194619684985000_64698,2
2510,1658204356858533000_33148,1
2511,1658289530586108000_90560,1
2512,1658192480837891000_10882,1
2513,1658202239802786000_42174,6
2514,1658126097979215000_27177,1
2515,1658280880089972000_58580,1
2516,1658123475600827000_198,1
2517,1658120675252645000_48090,1
2518,1658127515981798000_12173,6
2519,1658137894920065000_90143,2
2520,1657882881572339000_27507,2
2521,1658224168648087000_40144,1
2522,1658217536686628000_54309,1
2523,1658128434846132000_70021,1
2524,1658198612426878000_91962,3
2525,1658190604172914000_2987,1
2526,1658288837124786000_6649,2
2527,1658141376978215000_95753,1
2528,1658208714885760000_79186,1
2529,1657882881878505000_93608,1
2530,1658287047239547000_49095,1
2531,1658141550175514000_3050,1
2532,1658118550844887000_14339,1
2533,1658140660606017000_3886,2
2534,1658214017524765000_9202,1
2535,1658227268266631000_73672,1
2536,1658140653460144000_50001,1
2537,1658192987088668000_77593,1
2538,1658288601614552000_45970,1
2539,1658140696861318000_3018,1
2540,1658227806326344000_50692,2
2541,1658192445924375000_15439,1
2542,1658228862001455000_26827,2
2543,1657882019764829000_71011,1
2544,1658142886100340000_53688,1
2545,1658191096262465000_69955,1
2546,1658121233295365000_72200,6
2547,1657878259093786000_76350,1
2548,1658204291194442000_93696,1
2549,1658208226165115000_4657,1
2550,1658141686100907000_56142,1
2551,1658194606947142000_44080,1
2552,1658192133309435000_9512,1
2553,1658141975788464000_75366,3
2554,1657880117168083000_90334,1
2555,1658122625281136000_83643,1
2556,1658213814853875000_85253,1
2557,1658216250360351000_69920,1
2558,1658202811600041000_75496,1
2559,1657882638573170000_18941,1
2560,1658137899241857000_74926,7
2561,1658141584362162000_70756,3
2562,1658202295093507000_52765,1
2563,1658139885654760000_28813,1
2564,1658223885045849000_69210,1
2565,1658137434229481000_10132,1
2566,1658111961669282000_78135,3
2567,1658125064406022000_81666,2
2568,1658282363939187000_42917,1
2569,1658110945011890000_9859,1
2570,1658141521303981000_93351,1
2571,1658227270158881000_31499,1
2572,1658217495067751000_23454,1
2573,1658128765813774000_70979,1
2574,1658137251149841000_89024,1
2575,1658137339821382000_13576,1
2576,1658219518782084000_41007,1
2577,1658116037038782000_9062,1
2578,1658198126605441000_98432,4
2579,1658219207358877000_77567,1
2580,1657881487108898000_79637,2
2581,1658214831427488000_56883,1
2582,1658113028101049000_74196,3
2583,1658185310180206000_1738,1
2584,1658204242956873000_78554,2
2585,1658286215249243000_43244,1
2586,1658227360162419000_30399,10
2587,1658142489964252000_56089,1
2588,1658221296874112000_33287,1
2589,1658141117094742000_53843,1
2590,1657882480549543000_37597,1
2591,1658227650021535000_49540,1
2592,1658140611037658000_63277,1
2593,1658290929490957000_79791,2
2594,1658205067693027000_26090,1
2595,1658123596268105000_98477,1
2596,1658188050884831000_83300,1
2597,1658193009133462000_56071,1
2598,1658286285567789000_49099,1
2599,1658118650346520000_37710,1
2600,1658112958069426000_13443,16
2601,1658196473859006000_29897,2
2602,1657879994751486000_22612,16
2603,1658112931213463000_93812,1
2604,1658140698923415000_74258,4
2605,1658205683768053000_51935,1
2606,1658186250999367000_74243,1
2607,1658202694351021000_64314,1
2608,1658143423491040000_95781,1
2609,1658201167888628000_33394,1
2610,1657880640390294000_14741,1
2611,1658187249075209000_67430,1
2612,1658140945702827000_2340,1
2613,1658114179249070000_57096,1
2614,1658109357044322000_29329,1
2615,1657882449033937000_34621,1
2616,1658193034876212000_74164,1
2617,1658287253896720000_81447,1
2618,1658141816664330000_54543,1
2619,1658191853806716000_44129,1
2620,1658203946619389000_92997,4
2621,1658204366074392000_70175,1
2622,1658122545498384000_81830,1
2623,1658191889566341000_14117,1
2624,1658136682148164000_72904,5
2625,1658280862849031000_25020,1
2626,1658191538501378000_28041,1
2627,1658120721338132000_33225,1
2628,1658194711981466000_87729,1
2629,1658205068752711000_70105,1
2630,1658141515991969000_52882,1
2631,1658187516068423000_56074,1
2632,1658211182490871000_27901,1
2633,1658208647743642000_62462,1
2634,1658194714423489000_1546,1
2635,1658194765501861000_99046,1
2636,1658227392639805000_79439,1
2637,1658287253473689000_98152,1
2638,1658123545494155000_5972,1
2639,1658120628473344000_26835,1
2640,1658123940009173000_68963,1
2641,1658141647845265000_32878,1
2642,1658185761374477000_64968,1
2643,1657882634352488000_96006,1
2644,1658192653934627000_23167,1
2645,1658197361204792000_45871,77
2646,1658185919717563000_37387,1
2647,1658120948629522000_19434,1
2648,1658280016556448000_89278,1
2649,1658219105738234000_91956,1
2650,1658212348870893000_55984,1
2651,1658187484858766000_98935,1
2652,1657882774716204000_1395,1
2653,1658141580720723000_71282,1
2654,1658191414132613000_13272,1
2655,1658194711762556000_11778,1
2656,1657881488512845000_81735,1
2657,1658132782775665000_61294,1
2658,1658109466136696000_27904,1
2659,1658200882250635000_9329,1
2660,1658117995826159000_83052,1
2661,1658227627406059000_31270,1
2662,1658279999991150000_32844,1
2663,1658204997375416000_48036,2
2664,1658215087050013000_61983,1
2665,1658223886599103000_26271,1
2666,1658140660562585000_43970,6
2667,1658206943727566000_11381,2
2668,1658142519859281000_10778,1
2669,1657878904129658000_77993,17
2670,1658193870818846000_11920,1
2671,1658227740507163000_42303,1
2672,1658185300622177000_18558,1
2673,1658210368365740000_91914,1
2674,1658280290931554000_48157,1
2675,1657882640484218000_82059,5
2676,1658288375996205000_53858,1
2677,1658218381709778000_50342,26
2678,1658221885443464000_34890,2
2679,1658141441922668000_41399,1
2680,1658206905746410000_71180,2
2681,1658140839038229000_42318,6
2682,1658203092501514000_67319,1
2683,1658281278535843000_21460,1
2684,1658192856150855000_63616,1
2685,1657881508296536000_74982,1
2686,1658132783511125000_65056,1
2687,1658287842244294000_6420,2
2688,1658287047239483000_50597,1
2689,1658123873412414000_93486,1
2690,1658288097146507000_93342,1
2691,1657879740698051000_42172,1
2692,1658192985150961000_12466,1
2693,1658114162136733000_96841,6
2694,1658282362491462000_96529,3
2695,1658188428404787000_8632,1
2696,1657880400138078000_49851,1
2697,1658118549404656000_13262,2
2698,1658129941225182000_60877,1
2699,1657880635252257000_68995,1
2700,1658206812898453000_26951,1
2701,1658218393918793000_70494,2
2702,1658280925942837000_95085,1
2703,1658228853161806000_26536,1
2704,1658227597647625000_5972,1
2705,1658281295625527000_36081,1
2706,1658141584362243000_62802,3
2707,1658113003828466000_4571,1
2708,1658127230338351000_11297,1
2709,1658123461669972000_17327,2
2710,1658194355463807000_57090,1
2711,1658200882250658000_92376,1
2712,1658207061644754000_1366,12
2713,1658140876820314000_54624,1
2714,1658139627577585000_97478,1
2715,1658220100050573000_59042,4
2716,1658288619125825000_51085,3
2717,1657881976728523000_63556,1
2718,1658185631048236000_24515,1
2719,1658200884203655000_33410,3
2720,1658127346392792000_4936,3
2721,1658204278192868000_64492,2
2722,1658203413011929000_32280,1
2723,1658143546464895000_34904,2
2724,1658185849547335000_40652,1
2725,1658223190733748000_89345,1
2726,1658186275613691000_84758,1
2727,1658227253541465000_97155,1
2728,1658141550374340000_69521,1
2729,1658139868604244000_48780,1
2730,1658143248537693000_10142,1
2731,1658201337206447000_68430,1
2732,1658194014841617000_1483,1
2733,1658208223823223000_96958,1
2734,1658141690868342000_24076,3
2735,1658134722833624000_80579,1
2736,1658280016755030000_61201,1
2737,1658188671704645000_50074,1
2738,1658138733451407000_76849,1
2739,1658143714144253000_74931,1
2740,1658204805713760000_58938,10
2741,1658221366128174000_47278,1
2742,1658140595714010000_53692,10
2743,1658217539640752000_57171,1
2744,1658142085179213000_8939,16
2745,1658188185762750000_65740,1
2746,1658188775847273000_46212,1
2747,1658118654432795000_32139,1
2748,1658208803930221000_6668,2
2749,1657878386127522000_7450,1
2750,1657882394093430000_95227,1
2751,1658197974229927000_44991,1
2752,1658123543482394000_13132,1
2753,1658185632277206000_1606,1
2754,1658207004527662000_99444,1
2755,1658280555857736000_57545,1
2756,1658208171295288000_7879,4
2757,1658141001424214000_99967,1
2758,1658194242348183000_99792,1
2759,1658115131065268000_13743,1
2760,1658118548966709000_84191,1
2761,1658141305537908000_2878,1
2762,1658286149058630000_55030,1
2763,1658207030394851000_136,2
2764,1658141362293898000_48521,1
2765,1658211211743793000_62949,1
2766,1658122046318724000_73532,1
2767,1658122552430230000_66274,1
2768,1658281092112651000_38240,1
2769,1658188213735149000_81446,1
2770,1658211210054544000_37077,1
2771,1658291939117327000_44372,1
2772,1658140890660381000_79361,3
2773,1658141339587215000_2317,1
2774,1657882916798654000_84790,1
2775,1658188264539706000_93386,1
2776,1658203930977045000_21877,1
2777,1658202695153249000_11253,1
2778,1658193791683585000_46522,1
2779,1658198386912308000_33394,1
2780,1658124226613236000_53285,1
2781,1658185631928782000_13317,1
2782,1658227899546498000_96191,1
2783,1658228466007275000_40,1
2784,1658217908683963000_23978,13
2785,1658188399268890000_70100,1
2786,1658212608219660000_64564,1
2787,1658141635187598000_92242,1
2788,1658123543482346000_16898,1
2789,1658129258000290000_6130,1
2790,1658141579451459000_69582,1
2791,1658215248246244000_74886,1
2792,1658288617322400000_61337,1
2793,1658140754045953000_26265,1
2794,1658116310952300000_10475,1
2795,1658113614531957000_10331,2
2796,1658141121020632000_68882,1
2797,1658227808145494000_39357,1
2798,1658113574795791000_9076,1
2799,1658208221137580000_20393,1
2800,1658288596543382000_73458,1
2801,1658137904631650000_11610,1
2802,1658132675156069000_8047,2
2803,1658278298143547000_92653,1
2804,1657883916731882000_79508,4
2805,1658291856241276000_31386,1
2806,1658227096224016000_30311,3
2807,1658109419044811000_10359,1
2808,1658141496651322000_45894,1
2809,1658113673578412000_90073,5
2810,1658133502692792000_33016,1
2811,1658198421992690000_89251,1
2812,1658269750788230000_68716,1
2813,1657881583353994000_20192,1
2814,1658197940666289000_32577,138
2815,1658120630079625000_42892,1
2816,1658196793915360000_92954,1
2817,1658141854032419000_16900,56
2818,1658142469900719000_75365,6
2819,1658120827000878000_71836,1
2820,1658141580860032000_59589,6
2821,1658277864306121000_59055,1
2822,1658204276580557000_50395,1
2823,1658217147473847000_20108,3
2824,1658125877166481000_38462,2
2825,1658280284606066000_59233,1
2826,1658228238775775000_78908,1
2827,1658211163903352000_93832,1
2828,1658198118397632000_69792,5
2829,1658139982118475000_92371,1
2830,1658214610800363000_68339,3
2831,1658191545632889000_38974,1
2832,1658141168160868000_59149,1
2833,1658186682293624000_33393,1
2834,1658285515002135000_65448,1
2835,1657882881443301000_19532,1
2836,1658210127850752000_27577,1
2837,1658117109383844000_97665,7
2838,1658140797194840000_17676,4
2839,1658210971315944000_52459,1
2840,1658114181208126000_78599,1
2841,1658198454937786000_99658,100
2842,1658281000709088000_45135,1
2843,1658213760208235000_36871,1
2844,1658227234166370000_78037,1
2845,1658126209604740000_27580,1
2846,1658187011514141000_57779,1
2847,1658124375223465000_17376,1
2848,1658194628164532000_32319,1
2849,1658193006906973000_63074,1
2850,1658207008297748000_42738,1
2851,1658223172823025000_30971,2
2852,1658269710365678000_97361,1
2853,1658141582080363000_16558,4
2854,1658142691223382000_75792,3
2855,1658134724182431000_8799,1
2856,1657880662864883000_80763,1
2857,1658141580351164000_50134,1
2858,1658208172305608000_63998,4
2859,1658206941748035000_33779,1
2860,1658141635348507000_35702,2
2861,1658189150268769000_97151,1
2862,1658192160111731000_72737,1
2863,1658140874223431000_9274,8
2864,1658217144977720000_52434,1
2865,1658201468268643000_40773,7
2866,1658195191574035000_32489,1
2867,1658113611010083000_13118,3
2868,1658227100001994000_28958,1
2869,1657878259507541000_51652,10
2870,1658282975385395000_78720,2
2871,1658291852895951000_2166,1
2872,1658227587255453000_35083,2
2873,1658204292495953000_77609,3
2874,1658202991640511000_28900,1
2875,1658215266919304000_77783,1
2876,1658212127153266000_46764,1
2877,1658133413761264000_66785,1
2878,1658280562812248000_84310,1
2879,1658120948985385000_59631,1
2880,1658281498538224000_81770,1
2881,1658139978696608000_71514,1
2882,1658208648310052000_62616,1
2883,1658122621801523000_41835,1
2884,1658120670761690000_88426,1
2885,1658226559087496000_57983,1
2886,1658127469415801000_66189,3
2887,1658124224704523000_98561,1
2888,1658192531472847000_26371,1
2889,1658210446618989000_45225,1
2890,1657878775997250000_58361,2
2891,1658140438760659000_57944,1
2892,1658126212025991000_4224,1
2893,1658123943417662000_43534,1
2894,1658196535031114000_20805,6
2895,1658114128201529000_22244,2
2896,1658141125672976000_69429,1
2897,1658280234442556000_97318,1
2898,1658133107504255000_15530,1
2899,1658203931484441000_38262,1
2900,1658207010224994000_98715,1
2901,1658280649145867000_59002,1
2902,1658143698195908000_5017,2
2903,1657882607746409000_49189,1
2904,1658112902086088000_39762,1
2905,1658125289753003000_69693,1
2906,1658125291067723000_59007,1
2907,1658212261123048000_6857,8
2908,1658225203218759000_88002,1
2909,1658136259030665000_5019,1
2910,1658141181294134000_12495,1
2911,1658185561665305000_80572,2
2912,1658112960342303000_4665,12
2913,1658128403711640000_34611,1
2914,1658207055614113000_30033,1
2915,1658120670075781000_46539,1
2916,1658124576613123000_99745,1
2917,1658142981641445000_27818,1
2918,1658143868284291000_33463,1
2919,1658211260692425000_38006,1
2920,1658193959581194000_70850,1
2921,1658114180914589000_18329,1
2922,1658142154968784000_93509,1
2923,1658114166470061000_97371,2
2924,1658141529391907000_65238,1
2925,1658111222072459000_19764,1
2926,1658197260235392000_25768,1
2927,1658287762318634000_47153,1
2928,1658140943297670000_53071,1
2929,1658141688596428000_10949,2
2930,1658118726988934000_84987,1
2931,1658280836724204000_12668,1
2932,1658141570292986000_27616,2
2933,1658209006809538000_65930,2
2934,1658144087110052000_22111,1
2935,1658281697951280000_68630,1
2936,1657885248968710000_40302,1
2937,1658140989520804000_80832,1
2938,1658225420407103000_414,1
2939,1658281212364311000_3509,1
2940,1658290352346170000_84315,3
2941,1658193027819721000_9964,1
2942,1658280837230071000_62762,1
2943,1658216951126366000_19431,13
2944,1658286986749968000_34312,2
2945,1657878260625986000_40368,1
2946,1658141585022775000_62853,1
2947,1658227036697400000_55582,1
2948,1658288440576337000_10913,2
2949,1658140932284508000_74390,1
2950,1658145802686077000_55345,3
2951,1658195068683372000_273,1
2952,1658227359799711000_90175,1
2953,1658185195143517000_70011,1
2954,1658228196893049000_70117,1
2955,1658194939537343000_74415,1
2956,1658140097610818000_50868,1
2957,1658192645326255000_60395,1
2958,1658141693682041000_67282,5
2959,1658122638988272000_36337,1
2960,1657881886914633000_50476,1
2961,1658124400429783000_3419,1
2962,1658189627574112000_16994,1
2963,1658141765116007000_24341,3
2964,1657882399291709000_11041,2
2965,1658280172441038000_95448,1
2966,1658141120138035000_51312,1
2967,1658113755272596000_45010,1
2968,1658289852282354000_97885,1
2969,1658120671196750000_83539,1
2970,1658186204840287000_59261,1
2971,1658187468004350000_74595,1
2972,1658278637137185000_17206,1
2973,1658185372959652000_86353,1
2974,1658229130337932000_34005,1
2975,1658120952801260000_8571,1
2976,1658189161154354000_68020,1
2977,1658133140140453000_44540,3
2978,1658134748469338000_28284,1
2979,1658140601669048000_9983,1
2980,1658121232903148000_31919,1
2981,1658224402948725000_97377,2
2982,1658269727189623000_32766,1
2983,1658283638272921000_32914,1
2984,1657881887787497000_83946,1
2985,1658286378682965000_82312,1
2986,1658125289310990000_74575,1
2987,1658279700174101000_27084,1
2988,1658204559552181000_67329,2
2989,1658202697144728000_27282,1
2990,1658133107823406000_84625,1
2991,1658190361104443000_59445,1
2992,1658281497009760000_27884,1
2993,1658204285948268000_75477,1
2994,1658140709217326000_44969,1
2995,1658142893005314000_46847,1
2996,1658186163403143000_40277,1
2997,1658289614042207000_50411,1
2998,1658215086596167000_75883,1
2999,1658202524014483000_60424,1
3000,1657881388419928000_85378,1
3001,1658202687320702000_59128,4
3002,1658121626422703000_58617,1
3003,1657881917189911000_38734,4
3004,1658194352648517000_11775,1
3005,1658208223630036000_50004,1
3006,1658280769473531000_40088,1
3007,1658141382386059000_18333,1
3008,1658143857750755000_6704,2
3009,1658225203041403000_22720,1
3010,1658142934266861000_54912,1
3011,1658185772719478000_63230,1
3012,1658192366649992000_37114,1
3013,1658227333975764000_66717,3
3014,1658143567745324000_61260,2
3015,1658189872103958000_32244,1
3016,1658204289289335000_62149,1
3017,1658121736734823000_90228,1
3018,1657882640869033000_34394,12
3019,1658124652652963000_88109,1
3020,1658195184101723000_53506,6
3021,1657878548058831000_88710,1
3022,1658113645835017000_6007,1
3023,1658139881908360000_79503,1
3024,1658194960816628000_4029,1
3025,1658145857679096000_94328,6
3026,1658210362789492000_24931,1
3027,1657878810149833000_81287,1
3028,1658207004176622000_79257,1
3029,1658123663381154000_91297,1
3030,1658141296060449000_43121,5
3031,1658186574664626000_28926,1
3032,1658203034584816000_77499,1
3033,1658141411323970000_15327,1
3034,1658142468528522000_492,1
3035,1658120660460220000_87146,1
3036,1658140970496877000_9220,1
3037,1658192922944641000_238,1
3038,1658227395615179000_61179,1
3039,1658109466370843000_42136,1
3040,1658139211739301000_42159,1
3041,1658188577168813000_71843,1
3042,1658210966195258000_71286,1
3043,1658127670516347000_48239,5
3044,1658191484288016000_68357,1
3045,1658225018316992000_37000,1
3046,1658207834307970000_18055,1
3047,1658140887493118000_41452,1
3048,1658144343858343000_32526,1
3049,1658208231875911000_75923,1
3050,1658113738778011000_37191,2
3051,1658113710716723000_65428,2
3052,1658122048897000000_12690,12
3053,1658145708865013000_49379,15
3054,1658286224085800000_11252,1
3055,1658204360863968000_94173,1
3056,1658290932863015000_6056,1
3057,1658140417413229000_61171,2
3058,1658121408068981000_387,1
3059,1658120626905203000_35102,1
3060,1658141634495020000_51845,1
3061,1658191491896072000_59398,1
3062,1658218379424558000_98347,17
3063,1658281210859790000_89673,1
3064,1658190707650310000_94021,1
3065,1658280641677556000_15709,2
3066,1658141121020672000_86166,1
3067,1658186194380299000_28270,1
3068,1658279317286926000_45584,1
3069,1658281110622920000_20475,1
3070,1658223360253151000_16965,3
3071,1658125878124428000_27813,1
3072,1658142941275133000_16215,7
3073,1658217537485335000_49540,9
3074,1658185917936208000_48602,1
3075,1658146437044995000_72115,1
3076,1657882645769047000_13679,1
3077,1658215336371926000_51425,1
3078,1658285514652753000_77376,1
3079,1658219051607999000_36822,3
3080,1658113753208265000_68327,1
3081,1658185679438035000_62376,1
3082,1658139868256685000_20856,1
3083,1658185319711656000_73085,1
3084,1658223190484486000_39372,1
3085,1658286398464704000_52725,1
3086,1658109327873203000_83194,18
3087,1658202620124269000_81692,1
3088,1658142531063381000_47400,1
3089,1658143455309894000_43763,1
3090,1657878892910823000_47775,5
3091,1658141446934881000_41121,2
3092,1658216270500806000_97899,2
3093,1658141432304425000_50141,2
3094,1658185426178764000_41012,1
3095,1658142132725034000_95140,8
3096,1658208225808959000_8022,1
3097,1658281394709441000_21410,1
3098,1658217338890701000_71231,1
3099,1658194243988552000_4250,1
3100,1658123467905682000_79254,1
3101,1658224486003659000_12951,1
3102,1658192840212662000_31675,1
3103,1658191600441767000_78078,1
3104,1658217144576307000_72322,1
3105,1658113641566014000_78127,5
3106,1658123462069177000_90796,1
3107,1658280009226316000_66137,1
3108,1658139985686025000_18008,2
